10019,手机速度很快，快递，一天就到了，挺好的。,手机速度;快递;,很快;挺好;,1;1;
10020,感觉不值这个价，手机在里面晃荡，贴合不严实,价;贴合;,不值;不严实;,-1;-1;
10021,很好用，非常适合像我这样的懒人,NULL;NULL;,适合;好用;,1;1;
10022,发信息过来说按排安装，到最后没人过来安装，客服还推责任。服务太度差。,服务;,差;,-1;
10023,货到是收到了，用了3天了感觉不怎么好，还有点油油的，沒有白的校果。,NULL;NULL;,油油的;不怎么好;,-1;-1;
10024,Wi-Fi网络电视还算比较清晰的，但直播电视台很模糊，电视没送墙上的挂架，只能放电视桌上，,电视台;网络电视;,模糊;清晰;,-1;1;
10025,其他的还好，但是这个东西还是不要买比较好。一是比较档视线，二是开车过程中后视镜非常不清晰，比较模糊。,东西;其他;后视镜;NULL;后视镜;,不要买;还好;模糊;档视线;不清晰;,-1;1;-1;-1;-1;
10026,真觉得音质效果还不如我原来的那个小音箱，比这个便宜很多呢。,音质效果;音箱;,不如;便宜;,-1;1;
10027,一般般，一分钱一分货,NULL;NULL;,一般般;一分钱一分货;,0;-1;
10028,货品正宗，价格实惠，送货快，送货师傅热心，用的苏宁送的优惠券，苏宁东西打包包装防护特别好。非常支持苏宁对顾客的关照，一如既往支持苏宁，购物首选苏宁,货品;送货师傅;送货;包装防护;价格;苏宁;,正宗;热心;快;好;实惠;关照;,1;1;1;1;1;1;
10029,不知道是不是别人拆过的，水和洗面奶都没有塑封，口都是开着的！！！洗面奶还是半瓶！味道还行，退货麻烦，凑合用吧。,NULL;退货;味道;,凑合用;麻烦;还行;,0;-1;1;
10030,我就想问防伪码呢,,,
10031,非常实惠的价格，买到非常实用的东东。父母非常喜欢！效果不错。使用方便。物流给力。快递员质量送到手中。推荐一下！,NULL;效果;NULL;东东;NULL;物流;价格;,推荐;不错;使用方便;实用;喜欢;给力;实惠;,1;1;1;1;1;1;1;
10032,用了一下、不太顺手！衣服皱的地方熨完后也不太顺,NULL;,不顺手;,-1;
10033,二手机,,,
10034,说了有三个滤芯，结果就来了一个,,,
10035,不错，大品牌，值得拥有。,大品牌;NULL;,值得拥有;不错;,1;1;
10036,25号买的洗衣机，约定28号送货，29号安装。结果28号从早上等到晚上5点不敢出门终于送货到了。29号从早上等到下午4点多没人来安装，到处打电话估计是苏宁派错单。三天的衣服就等着安装好洗衣机洗的，最后打了N个电话还是要等到30号才能来安装。如果30号上午还不能安装，只能退货了。为了一台洗衣机，困了三天时间，气也受够了。以后不知道还敢不敢在苏宁或是松下买需要安装的电器。,NULL;,受够了;,-1;
10037,不错的品牌,品牌;,不错;,1;
10038,什么鬼，一个月都没到，就图像重影了？[追评]买来20天不到就这样子了?什么***！,图像;,重影;,-1;
10039,非常完美，非常好用,NULL;NULL;,完美;好用;,1;1;
10040,一位资深师傅上门安装的，头发有些花白，瞬间觉得心里非常踏实。进门就穿鞋套，我说不用但他还是坚持穿了，工具箱放在角落还用了垫子垫在地板上，全程仔细安装并认真演示功能。绝佳的购物体验!老师傅非常敬业!赞！小天鹅不错，加油!,老师傅;心里;安装;老师傅;演示功能;购物体验;小天鹅;,赞;踏实;仔细;敬业;认真;绝佳;不错;,1;1;1;1;1;1;1;
10041,很好用。 遮瑕效果超级棒。我本身脸上有斑点就一直找遮瑕效果好的。用这个现在基本上看不到了，而且细致毛孔。还不油，特别好用 一定回购，好开心,斑点;NULL;毛孔;遮瑕效果;NULL;脸上;NULL;,看不到;开心;细致;超级棒;好用;斑点;不油;,1;1;1;1;1;-1;1;
10042,东西还没用，安装时候发现少了一个这个配件，客服你推我我推你迟迟不肯解决，非说发出来的肯定有，我们多要一个这有啥用！！！差评,NULL;配件;,差评;少;,-1;-1;
10043,同样型号的价格本来只卖2699，确在产品介绍上玩文字游戏，说耗电量是0.77所以才买的2999的，到货才发现***了，明明就是同样的0.85的耗电量嘛，买贵三百块，而且厂家把号码写错送货时间延迟，差评！,送货时间;NULL;NULL;,延迟;差评;贵;,-1;-1;-1;
10044,第一次买苏宁的东西 也是最后一次 电脑太卡太慢 买的时候什么注意的地方也不说 就知道让我花钱买杀毒软件还有屏幕膜 真的 你们比不过***是有原因的 就冲这服务态度 我也不会给你好评,NULL;电脑;电脑;,不会好评;太慢;太卡;,-1;-1;-1;
10045,怎么不能差评啊！苏宁易购就是这样运作的吗？买这个好***啊！和客服了解过了！说内存是真实的！我才买，嘛的是假内存啊！我买64g的！真实只有10个多g储存！都不够储存一部高清电视剧！那些说好的人，你们蠢呢还是刷好评返现呢！我被坑伤了心啊！,NULL;NULL;内存;内存;储存;,坑;蠢;真实;假;不够;,-1;-1;1;-1;-1;
10046,数据线刚用几次，已经坏了，充电断断续续，虽然没有直接证据，不得不让我怀疑是假的！很***！一星都不想给。刻意过来评论一下。,数据线;充电;,坏;断断续续;,-1;-1;
10047,东西收到了打开一看一张碟片都没配，想试试效果都没法试，而且遥控电池也是舍不得配。问了客服说叫在箱子找，找不着就说是送完了。实在是没法说,,,
10048,明明是买的oppor9s可和我的手机对不上,手机;,对不上;,-1;
10049,电池非常不耐用，和我原来用了两年的iPhone一样。。。充满电之后从100%到98%只需要几秒钟。。。没见过99%,电池;,不耐用;,-1;
10050,货物运送的慢，缺耳机转换口说补发也没有发冲点头有黄渍,货物运送;,慢;,-1;
10051,可能是假货，好卡，还没有r9s好用,NULL;NULL;,好卡;没有好用;,-1;-1;
10052,真心不好用，味道也不好闻。粘稠状的化妆水,化妆水;NULL;味道;,粘稠;不好用;不好闻;,-1;-1;-1;
10053,还行！不知道能用几天，,NULL;,还行;,1;
10054,送货及时，洗衣好用,洗衣;送货;,好用;及时;,1;1;
10055,滤尘一点都不好，前面吸尘，出风出尘，还超细的尘。完全不行，白吸了。,滤尘;NULL;,不好;不行;,-1;-1;
10056,旧货，一来到就有被开包装的痕迹了,货;,旧;,-1;
10057,电脑卡的要命，程序响应的极慢，服务不好，建议别买[追评]真的是辣鸡的一批，卡的要命,服务;程序响应;电脑;NULL;,不好;极慢;卡;卡;,-1;-1;-1;-1;
10058,一个月不到，充电充不了，售后维修点一家搞不了。。。[追评]真***到现在还没有维修好,充电;,充不了;,-1;
10059,净水器很好用，安装也很方便，性价比高。,安装;性价比;净水器;,方便;高;好用;,1;1;1;
10060,如图片所示，第一个送来通电发现是坏的，不制冷！售后检查说制冷剂不足！？请问是怎么出厂的？？直接让找商场换机，第三天了终于把新的送来了，但愿这个能用，不用再折腾。,NULL;NULL;制冷剂;,不制冷;坏;不足;,-1;-1;-1;
10061,没有特别的感觉，发热不明显，效果一般啊,效果;发热;,一般;不明显;,0;-1;
10062,屏幕是非常清晰，色彩真实，这款有他的不足，有点厚，声音一般,屏幕;声音;色彩;NULL;NULL;,清晰;一般;真实;有点厚;不足;,1;0;1;-1;-1;
10063,约好的送货时间竟然没给我发货！客服也没主动联系我告诉我为什么！,,,
10064,油烟机还行吧，一分钱一分货嘛，只是要说的是自己出了运费，结果到货的时候要自己下去搬，而且送货师傅态度还不好，觉得购物体验不好，没***服务好！,购物体验;油烟机;NULL;师傅态度;,不好;还行;一分钱一分货;不好;,-1;1;-1;-1;
10065,每天蓝屏至少两次，卖家服务态度极差[追评]卖家说蓝屏的问题是因为我把电脑弄中毒了，可我都是健康上网，而且买回来电脑就是杀毒，发现有十几个病毒。卖家就又说是系统问题导致蓝屏，结果让我装WIN10。但我之前买电脑之前就说过我特殊用途只能用WIN7,系统;服务态度;上网;电脑;,问题;极差;健康;蓝屏;,-1;-1;1;-1;
10066,我看评价都说蓝色噪音小，坑人呐，噪音太大了，本来想给笔记本散热用的，噪音这么大，根本就不想用，早知道买个好点的了,噪音;噪音;NULL;,太大;大;坑人;,-1;-1;-1;
10067,东西很一般，做工不细，粗糙。,做工;做工;东西;,不细;粗糙;一般;,-1;-1;0;
10068,新产品放不稳,产品;,不稳;,-1;
10069,商家的服务好，客服很好。,服务;客服;,好;很好;,1;1;
10070,透明，,,,
10071,还行吧，这钢化膜,钢化膜;,还行;,1;
10072,明明拍的是钢化玻璃膜，怎么到手就是防爆膜,,,
10073,买回来就降价了，而且还不能用贵就赔，苏宁真是***的，818活动从11号开始玩，一天一个价钱，真心吃不消，下次再也不会来苏宁买东西了,贵就赔;,不能用;,-1;
10074,正常来讲，17块钱的外壳应该可以了吧，可事实是刚安装上即变形。。。后背塌陷 鼓包。质量差,质量;后背;后背;安装;,差;塌陷;鼓包;变形;,-1;-1;-1;-1;
10075,包装好！机器颜值高！爱人很喜欢！他说用起来很舒服呀！可以全身水洗！,机器颜值;包装;用起来;NULL;,高;好;舒服;很喜欢;,1;1;1;1;
10076,虽然价格不贵，真的是一分钱一分货啊，还是去实体店买好一点，,价格;NULL;,不贵;一分钱一分货;,1;-1;
10077,第一回网上购冰箱，一直以为线上的物品不太可靠（尤其家用电器类），前天下单，昨天中午送到家，昨天晚上通电，目前机器运行的还好，客服很有耐心解释我的疑问,物品;客服;机器运行;,不可靠;有耐心;还好;,-1;1;1;
10078,不是正品，味道有问题,味道;NULL;,有问题;不是正品;,-1;-1;
10079,还没用，不知道。送了一个蓝牙一个自拍杆。快递员速度太慢了。客服也不理我，气死了。,速度;客服;,太慢了;不理;,-1;-1;
10080,挺好的，就是价格浮动变化太大。,价格;NULL;,变化太大;挺好;,-1;1;
10081,很好！放便。,NULL;,很好;,1;
10082,你们送货速度也太慢了吧，几步路送了好几天还没到，啥意思啊,送货速度;,太慢了;,-1;
10083,刚买就降价而且没有价格保护,,,
10084,差评，反应速度太慢，虽然说是3+32的，但感觉也就1G运行内存，使用起来手感太次了，给同事看，都说反应慢！手感不好！指纹锁也没有同品牌的其他类型好！还不是苏宁配送！差评，差评，差评，看看电视剧老是自动翻转，我明明都设置了不自动翻转的！我真的要不是来不及了，我绝对退货的，差评！我怀疑我买到了假货,NULL;反应;手感;NULL;反应速度;手感;,假货;慢;不好;差评;太慢;太次;,-1;-1;-1;-1;-1;-1;
10085,物美价廉，不过还得看能用多久。,NULL;,物美价廉;,1;
10086,装好马上安装用上了，安装简单，各功能齐全，一边加热一边按，缓解长期办公室坐久的肩膀疼，一般家庭用价格算是实惠的了，满意,安装;价格;功能;NULL;,简单;实惠;齐全;满意;,1;1;1;1;
10087,很不错的面条机，除面条很快，操作很简单。面条很劲道，口感不错,操作;口感;面条机;面条;,简单;不错;不错;劲道;,1;1;1;1;
10088,还没用，准备差不多加油的时候就放下去,,,
10089,手机运行慢,手机运行;,慢;,-1;
10090,质量很好，朋友用的很放心。以后还会在买的,质量;NULL;,很好;放心;,1;1;
10091,帮朋友买的，没打开，物流超给力！和我们家选的一样，用起来很是方便，老公也大赞很实用，所以推荐给了朋友，因为是租的房子，价格也不贵，性价比又高！,价格;NULL;NULL;NULL;物流;用起来;性价比;,不贵;推荐;赞;实用;给力;方便;高;,1;1;1;1;1;1;1;
10092,等了10个多小时 ，拿到手的是2016年的！！！ 记得是填了纸质发票，结果看到的是电子发票。 有谁知道电子发票如何下载？,,,
10093,里面结了厚厚的一层霜，质量太差了，才用了四天，不知道是网上买的会这样还是都这样,质量;,太差;,-1;
10094,没有想像的好,NULL;,没有好;,-1;
10095,安装师傅服务态度是很好，但是配件收费太贵太贵！,配件收费;服务态度;,太贵;很好;,-1;1;
10096,不好[追评]超级差评，第一次在苏宁上遇到如此***的卖家。由于卖家粗心，造成发错商品，卖家核实后承诺补发，但一直无动于衷，怠慢客户，沟通无果。不得不让人怀疑店家靠欺骗做生意，榨取顾客的财产。这种让人不齿的行为恶心至极，这种和诈骗性质雷同的店不应该在苏宁上出现，反过来看一下评价，***的不止我一个，劝君慎重慎重！,店家;NULL;客户;NULL;NULL;卖家;商品;行为;,欺骗;不好;怠慢;慎重;差评;粗心;发错;恶心;,-1;-1;-1;-1;-1;-1;-1;-1;
10097,还行吧，用一阵子再说,NULL;,还行;,1;
10098,有划痕，感觉像是用过的，不好用，建议还是买挂烫机,NULL;NULL;,不好用;有划痕;,-1;-1;
10099,不是苏宁自营的,,,
10100,常漂亮，小巧玲珑，安装也非常简单，效果挺好的，值得信赖，物流也挺快的！,NULL;安装;NULL;效果;NULL;物流;,漂亮;简单;小巧玲珑;挺好;值得信赖;挺快;,1;1;1;1;1;1;
10101,这个线只能9V 2A或5V2A的快充，MATE9系列  P10系列5V   4.5A   4.5V    5A的就别入坑了！物流也是醉了，系统分错单，还迟一天到！送别人V9用吧！,物流;,醉了;,-1;
10102,大小不错刚合适  就没送东西   就一个外壳,大小;大小;,不错;合适;,1;1;
10103,好很好非常好,NULL;NULL;,很好;好;,1;1;
10104,制冷制热效果好,效果;,好;,1;
10105,宝贝一打开就是这样子  ，客服说扣上就好了 ，说不出来啥问题就是心理有点生气,心理;,生气;,-1;
10106,缺点：实际4k文件大多数不支持播放，底座不稳。系统稳定性一般，wifi有卡顿，到手几天就有死机现象售后：7天无理由退货形同虚设，掉价太快，30天保价。保修：5年屏幕保修，2年主机保修说明书上也没有细则。介绍首页上却写明了。后期维修肯定存在争议。客服：处理速度很慢，电话多，处理方式不是很合理,掉价;底座;NULL;处理速度;稳定性;wifi;处理方式;,太快;不稳;死机;很慢;一般;卡顿;不是合理;,-1;-1;-1;-1;0;-1;-1;
10107,快递很快就到了，用了两天体验感还不错，继续用效果应该更好,快递;体验感;,很快;不错;,1;1;
10108,很粘稠的感觉，一点不清爽，个人很不喜欢,NULL;NULL;NULL;,粘稠;不喜欢;不清爽;,-1;-1;-1;
10109,不是说是免滤的吗？这是免滤的吗，真是虚假销售,销售;,虚假;,-1;
10110,外观小巧，手感不错但感觉动力不足。,手感;外观;动力;,不错;小巧;不足;,1;1;-1;
10111,东西效果一般。,效果;,一般;,0;
10112,有点发浑,,,
10113,***，手机第二天就用不了数据网 只能用WiFi[追评]***苏宁，什么狗屁售后，就知道把责任往别出推，祝早日倒闭！,售后;数据网;,狗屁;用不了;,-1;-1;
10114,手机看起来不错，只是没有耳机，只能把收音机功能当作摆设啦,看起来;,不错;,1;
10115,下单后苦等手机，差不多一个星期才用上，还是帮别人买的，每天都催，让这样的物流给急死，下次不敢在这家购买任何产品了,,,
10116,第一次寄过来的电脑上盖扣合的时候一边扣不住，有一条比较大的缝，因为激活了系统，还跑到附近的惠普服务中心开了故障说明后愉快换货，第二次的货还是不错的，这个本本颜值还是蛮高的，用起来办公也够用了,用起来;颜值;货;换货;缝;,够用;蛮高;不错;愉快;较大;,1;1;1;1;-1;
10117,宝贝不错 第二次购买了,宝贝;,不错;,1;
10118,质量不怎么好，而且还会严重贴锅底，下面一层饭都不能吃的那种。,贴锅底;质量;,严重;不怎么好;,-1;-1;
10119,正品，物流快，已多次在苏宁购物，可靠。果断好评！[追评]没过几天，再降一百。真不知心里什么滋味~~~~~~,NULL;物流;苏宁;NULL;,正品;快;可靠;好评;,1;1;1;1;
10120,做的营销手段真心恶心，限量送膜和套，才多少台销量？？送不起就别玩套路，发过来包装盒还有点磕碰，体验一点都不好，今天去市场去问 便宜了200大洋，官网价格也就不说了，但是别来套路，真心觉得太恶心！,体验;营销手段;觉得;,不好;恶心;恶心;,-1;-1;-1;
10121,过两天才想起来安装，都是我自己请人安装的,,,
10122,机子太小按键也小不适合老人用，便宜就懒得退了,NULL;NULL;按键;机子;,便宜;不适合;小;太小;,1;-1;-1;-1;
10123,电饭煲很不错，性价比高,电饭煲;性价比;,不错;高;,1;1;
10124,速度一般，信号不是很稳定,速度;信号;,一般;不是很稳定;,0;-1;
10125,一次不错的购物，还行，用好了，下次还会光顾你店的。,NULL;购物;,还行;不错;,1;1;
10126,先说满意的吧！手机很大颜色很漂亮音质不错算是玩得很溜的顺丰真的很快不满意的充电真的慢  半小时都就充了百分五六十没有手机膜  还要自己买手机很快发烧啊！最重要的一点  真的是闪存,NULL;音质;充电;顺丰;手机;颜色;NULL;手机;手机;,不满意;不错;慢;很快;发烧;很漂亮;满意;大;闪存;,-1;1;-1;1;-1;1;1;1;-1;
10127,不错哦款式时尚价格便宜是最佳选择,款式;NULL;价格;,时尚;不错;便宜;,1;1;1;
10128,装网络的人让买的，买回来没什么用，闲置中。开发票也开错了，说了客服也不理，哎，郁闷,NULL;客服;发票;NULL;,郁闷;不理;开错;没什么用;,-1;-1;-1;-1;
10129,指纹识别真有问题，太慢而且老不能识别,指纹识别;识别;NULL;,有问题;太慢;不能识别;,-1;-1;-1;
10130,***，音效差,音效;,差;,-1;
10131,质量太差了，用不到三天坏了，便宜无好货啊,NULL;NULL;质量;,坏;便宜无好货;太差;,-1;-1;-1;
10132,不错[追评]安吉尔客服也很牛啊，安装之前不说自己安装不负责维保，安了后再说。在保修期内收费。66666,客服;维保;NULL;,很牛;不负责;不错;,-1;-1;1;
10133,就是没有刮板,,,
10134,烧水快，没有异味，好用,烧水;NULL;NULL;,快;没有异味;好用;,1;1;1;
10135,送货速度快，价格实惠，包装精美,送货速度;包装;价格;,快;精美;实惠;,1;1;1;
10136,刚到，,,,
10137,太容易断了！没用两次就断了，我还是属于用东西很仔细的那种人，不值得购买,购买;NULL;NULL;,不值得;容易断;断;,-1;-1;-1;
10138,还不错，偶尔会掉线，网速快了,NULL;网速;NULL;,不错;快;掉线;,1;1;-1;
10139,价格浮动有点大，很尴尬。。,价格浮动;NULL;,有点大;尴尬;,-1;-1;
10140,售后服务很好,售后服务;,很好;,1;
10141,不错的，只是壳子有点擦伤。之前两个手机都是金色的，看腻了，早知道买银灰。第二天送到！,NULL;壳子;,不错;擦伤;,1;-1;
10142,这些好评怎么来的、漏油！才买来就漏、噪音又大，真是无语了,噪音;NULL;NULL;,大;无语;漏;,-1;-1;-1;
10143,汤锅太小了太小了太小了，不够用，而且不够厚实。有点薄，炒菜锅还算可以，总之。这个价钱就是把锅的价钱加进去了。其他没啥，还不如自己另外买汤锅呢,厚实;汤锅;炒菜锅;NULL;NULL;,不够;太小;还算可以;有点薄;不够用;,-1;-1;1;-1;-1;
10144,不是很满意，听音乐老是刺啦刺啦的声音，而且手机还不能离开耳机超过一米五，我以前买的两个都不是这样啊，还大品牌呢，盖还有和另一件东西发了一个包裹居然没人提醒，我以为另一个丢了呢,NULL;,不是满意;,-1;
10145,风力没得说。就前面转扇叶转起来不平衡。有声音。斗动。,扇叶;风力;,不平衡;没得说;,-1;1;
10146,东西很好比实休店便谊大气有当次,东西;东西;,大气;很好;,1;1;
10147,军工品质就是不一样,,,
10148,好 很好 一直在苏宁买,NULL;NULL;,很好;好;,1;1;
10149,花钱买的东西到现在没看到。呵呵哒，,,,
10150,机子是正品，本来里面就有个软壳，还送个，但是我不会用送的这个，根本没用，送的膜也是废的，本来比官网就贵两百，还这么敷衍客户，这快递也是醉了，着急上火好几天。还有就是包装太简陋，哐啷直响。也就这一次了吧，回头做决定前一定要三思,客户;包装;快递;机子;NULL;,敷衍;简陋;醉了;正品;贵;,-1;-1;-1;1;-1;
10151,不错，这个价格这种产品还可以吧，发货前商家还再次打电话确认，服务不错,NULL;服务;产品;,不错;不错;还可以;,1;1;1;
10152,香味很好，比超市便宜，不错,NULL;NULL;香味;,便宜;不错;很好;,1;1;1;
10153,产品质量一般,产品质量;,一般;,0;
10154,还行吧，就是有时候用起有点不灵敏，有点小卡顿，不过这个价位也算不错了。,NULL;NULL;NULL;价位;,卡顿;还行;不灵敏;不错;,-1;1;-1;1;
10155,一比刁搔，不上门安装的，卖的时候怎么不说的，页面里面敢不敢标一个网购不负责安装？shit，一坨***！,网购;,不负责安装;,-1;
10156,嗯，这款宝贝收到了，嗯外观也比较漂亮，嗯做出来的豆浆也非常细腻，嗯，物流也非常快，嗯各方面都，非常满意。,外观;物流;豆浆;NULL;,漂亮;快;细腻;满意;,1;1;1;1;
10157,东西看起来很旧，特别是包装，给人的第一感觉就是从***堆里捡的，更像小作坊出的山寨货，跟全新正品感觉上相差甚远;摸起来就像水一样，没有粘稠度，也不知洗衣效果如何？,NULL;NULL;看起来;,相差甚远;山寨货;很旧;,-1;-1;-1;
10158,货到就是坏的,货;,坏;,-1;
10159,不是说拍两个，发三个么，为什么只有两个？发货还超慢,发货;,超慢;,-1;
10160,一直都是用这个牌子的，用着很舒服，感觉效果还不错，服务也很好。,效果;服务;用着;,不错;很好;舒服;,1;1;1;
10161,比较好用,NULL;,好用;,1;
10162,还行，就是外面有处磕碰，换麻烦就算了，换货不要***方便啊,NULL;换货;,还行;麻烦;,1;-1;
10163,商品收到了，没有图片中精致，包袋里还有不少黑色渣子，做工显得粗糙。不知用起来怎样？,显得;,粗糙;,-1;
10164,非常差  打开都脱节了[追评]请问这是粉的吗？,NULL;,差;,-1;
10165,虚假自营，超级差评,NULL;自营;,差评;虚假;,-1;-1;
10166,不好用啊,NULL;,不好用;,-1;
10167,外包装破损，不像新的。,外包装;,破损;,-1;
10168,感觉不错，日期也挺好,NULL;日期;,不错;挺好;,1;1;
10169,今天到货，按电源开关没反应。怎么回事？,电源开关;,没反应;,-1;
10170,真是一次失败的购物经历，真正使用也就一个月。，居然毫无征兆就不显示了，换新卡也不行，醉了，无语，真的不建议买。,NULL;NULL;购物经历;NULL;NULL;,无语;不行;失败;醉了;不显示;,-1;-1;-1;-1;-1;
10171,和原配充电器大小不一，不是原配充电器，充电速度比原来的慢，还算可以，对的起这个价格了。,充电器;充电速度;充电速度;价格;,大小不一;慢;还算可以;对的起;,-1;-1;1;1;
10172,活动时买的，价格还是很给力的，爆款价129，比正常售价低了20元，不过不能用无敌券和易券，发货很快，隔天就到了，外观白色挺漂亮。,发货;外观;正常售价;易券;无敌券;价格;,很快;漂亮;低;不能用;不能用;给力;,1;1;-1;-1;-1;1;
10173,不错的一次购物体验。,购物体验;,不错;,1;
10174,包装略简陋了哈，就一个泡泡袋子。手机收到后都没什么问题，当初就怕买到翻新机，所以查了序列号，保修期一年是完整的。但是……为什么运行起来有点慢，一些软件会卡顿。还是用一段时间在评吧，请个专业的朋友帮我看看,包装;软件;运行;,简陋;卡顿;有点慢;,-1;-1;-1;
10175,KKTV的电视，绝对不要买，技术严重不过关1、屏幕漏光严重，我买了60寸、49寸两台电视，都是漏光非常严重。厂家检测，还非说左上角只有一点，不算漏光！差评！！2、操作系统极差，又慢、又卡，动不动就没反应！！良心提醒，千万别买苏宁、千万别买KKTV！！,操作系统;操作系统;操作系统;电视;漏光;NULL;技术;操作系统;,极差;慢;卡;不要买;严重;差评;不过关;没反应;,-1;-1;-1;-1;-1;-1;-1;-1;
10176,物流很快！,物流;,很快;,1;
10177,做饭时间够长。昨晚预约煮粥，桌台上全部是溢出来的粥汤，这个设计严重有问题,设计;时间;,有问题;够长;,-1;1;
10178,为什么看不清楚_(:」)_，，，怎么调整都有一种很乱的感觉～～。但是价格摆在这里，一分钱一分货喽QAQ,NULL;NULL;NULL;,看不清楚;乱;一分钱一分货;,-1;-1;-1;
10179,制冷效果好，很喜欢,NULL;制冷效果;,很喜欢;好;,1;1;
10180,根本不是NOTE4X的钢化膜，那乡小，,,,
10181,非常的不错，款式好看，面板够厚，还带防烫，还主要是价格实惠,NULL;NULL;价格;款式;面板;,不错;防烫;实惠;好看;厚;,1;1;1;1;0;
10182,经常结冰决，跟其它比差太多！！！,NULL;,差太多;,-1;
10183,不怎么好一下就坏了,NULL;NULL;,坏;不怎么好;,-1;-1;
10184,东西真的一般般，两堵墙就过不了，转不出来真烦人，最后换回老的150元PT-LINK，1399真得一点性价比都没有，以后买贵的东西要三思,NULL;东西;性价比;,烦人;一般般;没有;,-1;0;-1;
10185,发错货申请了退换，就是发货速度太慢了,发货速度;NULL;,太慢了;发错货;,-1;-1;
10186,新电脑黑屏   用了没几天，黑屏好几次，开机巨慢。。。每次将近两分钟，我本来就是挺爱惜电脑，经常清理***什么的。。。生气不开心！！,开机;NULL;NULL;电脑;电脑;,慢;不开心;生气;爱惜;黑屏;,-1;-1;-1;1;-1;
10187,宝贝收到了 包装很好 用着也非常舒服 最主要的安全性非常高,包装;安全性;用着;,很好;高;舒服;,1;1;1;
10188,不想说了，第一次开机两小时，莫名其妙的进去后，开个软件五分钟。现在就想退货，客服说的无理由退货只是给拿着看下外观，没有动过电脑的人。打售后，没说两句那边就挂电话了，第一次苏宁买东西，没想过会是这样的，哎，你们有没有退货成功的，怎么退货呀，我现在是看着这电脑就烦，只想退货,NULL;NULL;,不想说;烦;,-1;-1;
10189,物流太慢，早晨到了，晚上才发信息让取件,物流;,太慢;,-1;
10190,用了几次，没有风扇风力大，比较吵，不是很实用，已经闲置,NULL;NULL;,较吵;不是实用;,-1;-1;
